代码,名称,当前价,评分,信号数量,信号列表,详情
002057,中钢天源,8.95,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量53%)', '均线粘合(离散度1.01%)']"
002067,景兴纸业,4.09,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量47%)', '均线粘合(离散度1.23%)']"
002073,软控股份,5.72,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度64%', '地量(均量40%)', '均线粘合(离散度1.56%)']"
002075,沙钢股份,3.56,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量59%)', '均线粘合(离散度0.91%)']"
002091,江苏国泰,7.62,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量48%)', '均线粘合(离散度0.45%)']"
002101,广东鸿图,8.68,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度72%', '地量(均量38%)', '均线粘合(离散度0.89%)']"
002108,沧州明珠,4.38,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量25%)', '均线粘合(离散度1.15%)']"
002115,三维通信,10.09,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.86%)']"
002121,科陆电子,4.8,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量38%)', '均线粘合(离散度1.39%)']"
002129,TCL中环,8.77,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量31%)', '均线粘合(离散度3.10%)']"
002131,利欧股份,4.5,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度1.51%)']"
002132,恒星科技,4.33,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度2.71%)']"
002149,西部材料,33.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量30%)', '均线粘合(离散度4.91%)']"
002151,北斗星通,28.81,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度0.88%)']"
002177,御银股份,5.63,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量27%)', '均线粘合(离散度1.98%)']"
002180,奔图科技,16.09,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度60%', '地量(均量34%)', '均线粘合(离散度1.71%)']"
002184,海得控制,9.72,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度52%', '地量(均量36%)', '均线粘合(离散度1.09%)']"
002203,海亮股份,18.46,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量38%)', '均线粘合(离散度1.36%)']"
002223,鱼跃医疗,26.21,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度87%', '地量(均量55%)', '均线粘合(离散度0.70%)']"
002225,濮耐股份,3.53,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度2.65%)']"
002229,鸿博股份,11.0,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度2.50%)']"
002236,大华股份,15.74,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度76%', '地量(均量38%)', '均线粘合(离散度1.00%)']"
002243,力合科创,7.07,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量39%)', '均线粘合(离散度1.64%)']"
002276,万马股份,10.03,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量42%)', '均线粘合(离散度0.72%)']"
002283,天润工业,8.26,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量49%)', '均线粘合(离散度2.49%)']"
002294,信立泰,30.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度4.76%)']"
002304,洋河股份,38.06,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量42%)', '均线粘合(离散度1.49%)']"
002313,日海智能,8.3,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度62%', '地量(均量38%)', '均线粘合(离散度1.84%)']"
002326,永太科技,17.33,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度4.82%)']"
002347,泰尔股份,5.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量48%)', '均线粘合(离散度1.90%)']"
002355,兴民智通,4.67,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量52%)', '均线粘合(离散度2.07%)']"
002378,章源钨业,23.79,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度3.00%)']"
002387,维信诺,7.03,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量60%)', '均线粘合(离散度1.73%)']"
002400,省广集团,6.55,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量44%)', '均线粘合(离散度1.03%)']"
002406,远东传动,6.5,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度0.98%)']"
002410,广联达,8.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量55%)', '均线粘合(离散度1.81%)']"
002446,盛路通信,8.13,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度2.27%)']"
002449,国星光电,6.56,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量42%)', '均线粘合(离散度0.53%)']"
002455,百川股份,7.13,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量25%)', '均线粘合(离散度2.67%)']"
002457,青龙管业,11.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量50%)', '均线粘合(离散度1.51%)']"
002465,海格通信,10.22,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度2.12%)']"
002467,二六三,4.55,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量25%)', '均线粘合(离散度0.58%)']"
002472,双环传动,36.23,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量49%)', '均线粘合(离散度2.61%)']"
002474,榕基软件,6.34,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量47%)', '均线粘合(离散度1.61%)']"
002507,涪陵榨菜,11.09,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度90%', '地量(均量47%)', '均线粘合(离散度0.94%)']"
002520,日发精机,6.23,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度66%', '地量(均量39%)', '均线粘合(离散度1.11%)']"
002532,天山铝业,12.81,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量51%)', '均线粘合(离散度2.01%)']"
002546,新联电子,7.61,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度56%', '地量(均量29%)', '均线粘合(离散度2.19%)']"
002549,凯美特气,13.73,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度3.72%)']"
002570,贝因美,4.39,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量35%)', '均线粘合(离散度1.85%)']"
002587,奥拓电子,5.28,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度2.46%)']"
002599,盛通股份,5.49,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量53%)', '均线粘合(离散度2.00%)']"
002600,领益智造,12.58,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量43%)', '均线粘合(离散度1.75%)']"
002608,江苏国信,7.36,9,4,"['地量', '均线粘合', '低点抬高', '低位']","['筹码集中度55%', '地量(均量32%)', '均线粘合(离散度1.75%)']"
002611,东方精工,13.97,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度3.85%)']"
002616,长青集团,4.86,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量37%)', '均线粘合(离散度1.12%)']"
002617,露笑科技,6.98,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度2.75%)']
002642,荣联科技,6.99,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度52%', '地量(均量44%)', '均线粘合(离散度1.03%)']"
002653,海思科,63.54,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度52%', '地量(均量38%)', '均线粘合(离散度2.19%)']"
002654,万润科技,14.23,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量54%)', '均线粘合(离散度1.45%)']"
002657,中科金财,14.93,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度2.56%)']"
002662,峰璟股份,3.19,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度1.03%)']"
002692,远程股份,4.28,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度3.34%)']"
002718,友邦吊顶,84.95,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度45%', '地量(均量38%)', '均线粘合(离散度2.94%)']"
002733,雄韬股份,18.24,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度4.59%)']"
002739,儒意电影,8.62,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量57%)', '均线粘合(离散度2.31%)']"
002777,久远银海,12.43,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量57%)', '均线粘合(离散度0.68%)']"
002782,可立克,15.21,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量42%)', '均线粘合(离散度1.89%)']"
002792,通宇通讯,31.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度0.21%)']"
002801,微光股份,26.52,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度1.28%)']"
002802,洪汇新材,11.96,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量28%)', '均线粘合(离散度2.96%)']"
002809,红墙股份,8.18,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量38%)', '均线粘合(离散度2.71%)']"
002819,东方中科,21.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量52%)', '均线粘合(离散度1.54%)']"
002826,易明医药,17.03,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度69%', '地量(均量37%)', '均线粘合(离散度1.18%)']"
002832,比音勒芬,25.63,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量35%)', '均线粘合(离散度2.51%)']"
002842,翔鹭钨业,35.42,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量57%)', '均线粘合(离散度1.99%)']"
002843,泰嘉股份,16.41,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度3.96%)']"
002850,科达利,173.0,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量51%)', '均线粘合(离散度2.58%)']"
002869,金溢科技,15.49,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度1.54%)']"
002871,伟隆股份,17.61,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量39%)', '均线粘合(离散度1.55%)']"
002875,安奈儿,12.94,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量56%)', '均线粘合(离散度1.61%)']"
002878,元隆雅图,12.6,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量27%)', '均线粘合(离散度1.93%)']"
002899,英派斯,19.65,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']","['筹码集中度42%', '均线粘合(离散度0.75%)']"
002911,佛燃能源,11.21,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度72%', '地量(均量33%)', '均线粘合(离散度1.86%)']"
002915,中欣氟材,17.38,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度1.39%)']"
002923,润都股份,10.92,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量50%)', '均线粘合(离散度0.49%)']"
002930,宏川智慧,9.07,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度50%', '地量(均量38%)', '均线粘合(离散度1.44%)']"
002946,新乳业,14.44,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量39%)', '均线粘合(离散度2.67%)']"
002959,小熊电器,31.7,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量33%)', '均线粘合(离散度1.65%)']"
002962,五方光电,13.5,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度1.52%)']"
002983,芯瑞达,21.97,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量39%)', '均线粘合(离散度1.60%)']"
002992,宝明科技,34.15,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度2.32%)']
002995,天地在线,16.82,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度1.64%)']"
003010,若羽臣,29.54,9,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度58%', '地量(均量47%)', '均线粘合(离散度3.89%)']"
003035,南网能源,5.68,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量55%)', '均线粘合(离散度1.18%)']"
300015,爱尔眼科,8.04,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量36%)', '均线粘合(离散度2.23%)']"
300019,硅宝科技,14.29,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度3.65%)']"
300022,吉峰科技,8.01,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量45%)', '均线粘合(离散度0.71%)']"
300030,阳普医疗,6.56,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量56%)', '均线粘合(离散度1.72%)']"
300031,宝通科技,21.27,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量55%)', '均线粘合(离散度1.37%)']"
300032,金龙机电,3.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度1.86%)']"
300040,九洲集团,5.83,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度1.07%)']"
300043,星辉娱乐,4.42,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量51%)', '均线粘合(离散度2.15%)']"
300058,蓝色光标,13.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度1.72%)']"
300063,天龙集团,8.68,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度1.51%)']"
300067,安诺其,5.29,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度41%', '地量(均量38%)', '均线粘合(离散度1.23%)']"
300082,奥克股份,8.58,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度1.87%)']
300092,科新机电,11.34,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量29%)', '均线粘合(离散度1.45%)']"
300102,乾照光电,17.31,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度3.73%)']"
300113,顺网科技,16.08,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度2.91%)']"
300121,阳谷华泰,9.6,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度2.07%)']"
